,OPEN,CLOSE,HIGH,LOW,ADJCLOSE,DATE,VOLUME,RSI_10,RSI_25,EMA_10,EMA_25,EMA_50,PGO_10,PGO_25,VIA_15,VIB_15,VIA_30,VIB_30,BOP,NAT_30,ETP_10,ETP_25,MAD_10,MAD_25,SIN_25,SIN_50,LIN_10,LIN_90,PREDICTION,TARGET_DIFF,TARGET_PCNT,TARGET_HI,TARGET_LO
6101,1.47732,1.51125,1.51411,1.46518,1.29035,2005-02-14,1271463200,77.91469,72.89577,1.41808,1.34159,1.24742,2.06224,4.56794,0.19411,0.20408,0.00678,0.01177,0.69344,2.98374,3.40282,4.91655,0.02773,0.08145,0.64803,0.88114,1.45255,1.41446,0,0.03125,0.74822,1.59071,1.53571
6102,1.5475,1.57875,1.59071,1.53571,1.34799,2005-02-15,2312217600,82.53911,75.7721,1.44729,1.35983,1.26042,3.08939,5.84224,0.23031,0.20125,0.02932,0.01215,0.56818,2.99662,3.40783,4.93028,0.04344,0.08837,0.85579,0.8298,1.49294,1.42613,0,0.03535,0.72763,1.61071,1.55982
6103,1.57411,1.60946,1.61071,1.55982,1.37421,2005-02-16,1639243200,84.21042,76.93224,1.47678,1.37904,1.27411,3.28239,6.10133,0.27539,0.21886,0.06193,0.02353,0.69464,2.95379,3.41151,4.9533,0.0635,0.09099,0.95842,0.91783,1.53902,1.43829,0,-0.05071,0.65696,1.62286,1.56161
6104,1.61875,1.56804,1.62286,1.56161,1.33884,2005-02-17,1518473600,73.64637,72.08286,1.49337,1.39358,1.28563,1.92987,4.67411,0.29133,0.24947,0.08292,0.04537,-0.82792,3.08823,3.41417,4.96951,0.07069,0.08997,0.99089,0.98415,1.56076,1.44783,0,-0.01661,0.84986,1.56893,1.54018
6105,1.56679,1.55018,1.56893,1.54018,1.32359,2005-02-18,1163254400,69.47099,70.09821,1.5037,1.40562,1.29601,1.226,3.92918,0.26658,0.27172,0.08259,0.06694,-0.57774,3.04192,3.41246,4.97507,0.07079,0.09059,0.9272,0.99079,1.57219,1.45586,0,-0.01803,0.83682,1.57679,1.52304
6106,1.54107,1.52304,1.57679,1.52304,1.30042,2005-02-22,1219293600,63.40177,67.17075,1.50722,1.41465,1.30491,0.40059,3.00469,0.20609,0.26621,0.05809,0.07517,-0.33544,3.12407,3.4078,4.97694,0.06324,0.09007,0.77368,0.93488,1.56992,1.46266,0,0.02697,0.77499,1.57946,1.52768
6107,1.54857,1.57554,1.57946,1.52768,1.34524,2005-02-23,1345181600,69.18756,69.71894,1.51964,1.42703,1.31552,1.22066,3.92767,0.14366,0.23005,0.03017,0.06574,0.52086,3.05616,3.40544,4.98177,0.06039,0.09144,0.66232,0.86157,1.58278,1.47314,0,0.00804,0.9218,1.59482,1.56661
6108,1.58,1.58804,1.59482,1.56661,1.35592,2005-02-24,1519028000,70.42448,70.29087,1.53208,1.43942,1.32621,1.10114,3.88338,0.10693,0.17883,0.02516,0.04738,0.28501,2.95109,3.40904,4.98824,0.05155,0.0938,0.712,0.91455,1.58858,1.48381,0,-0.01125,0.89512,1.60554,1.57482
6109,1.60036,1.58911,1.60554,1.57482,1.35683,2005-02-25,915510400,70.53697,70.34082,1.54245,1.45093,1.33652,0.73119,3.58598,0.09298,0.13337,0.04218,0.03516,-0.36621,2.88356,3.41273,4.99286,0.03656,0.09547,0.89089,0.98889,1.58607,1.49483,0,0.00643,0.93706,1.61214,1.57
6110,1.59571,1.60214,1.61214,1.57,1.36796,2005-02-28,651610400,71.97907,70.96016,1.5533,1.46256,1.34694,0.69024,3.55933,0.08962,0.10552,0.07555,0.04007,0.15259,2.84528,3.41113,4.99766,0.02514,0.09598,0.99613,0.98798,1.58607,1.50575,0,-0.0175,0.84638,1.61107,1.57714
6111,1.60679,1.58929,1.61107,1.57714,1.35698,2005-03-01,468188000,68.31512,69.46994,1.55984,1.47231,1.35644,0.2553,2.94982,0.08026,0.09207,0.10287,0.06058,-0.51577,2.82097,3.40109,5.0,0.01853,0.09564,0.98391,0.99841,1.58404,1.5156,0,-0.00465,0.95329,1.60321,1.57429
6112,1.58036,1.57571,1.60321,1.57429,1.3454,2005-03-02,458161200,64.4621,67.90018,1.56273,1.48026,1.36504,-0.0292,2.36253,0.06012,0.08215,0.11726,0.08605,-0.16079,2.78012,3.38373,4.9983,0.01855,0.09358,0.82062,0.96956,1.58375,1.52452,0,-0.09214,0.50783,1.58607,1.47214
6113,1.58464,1.4925,1.58607,1.47214,1.27434,2005-03-03,1411653600,46.57705,59.34164,1.54996,1.48121,1.37004,-1.55696,0.23563,0.01857,0.06483,0.10714,0.10383,-0.80874,3.23824,3.3564,4.9892,0.02607,0.08663,-0.32724,0.39929,1.56347,1.52914,0,0.00179,0.98087,1.53607,1.49464
6114,1.52714,1.52893,1.53607,1.49464,1.30545,2005-03-04,756618800,52.92994,61.55177,1.54614,1.48488,1.37627,-0.68777,0.86001,-0.02568,0.03533,0.07398,0.10428,0.04321,3.141,3.34134,4.9824,0.03023,0.07997,-0.80374,-0.54322,1.55323,1.53492,0,-0.00178,0.98103,1.54464,1.5125
6115,1.52857,1.52679,1.54464,1.5125,1.30362,2005-03-07,450632000,52.52228,61.34772,1.54262,1.4881,1.38217,-0.68239,0.61894,-0.06027,-0.00239,0.04638,0.08765,-0.05538,3.07828,3.33029,4.97307,0.03304,0.0735,-0.9794,-0.93481,1.54165,1.54028,0,-0.04893,0.64725,1.50571,1.43214
6116,1.49643,1.4475,1.50571,1.43214,1.23592,2005-03-08,1021451200,39.87802,54.38866,1.52532,1.48498,1.38473,-2.15518,-1.26043,-0.09938,-0.04212,0.02891,0.0628,-0.66508,3.45929,3.31499,4.95248,0.0421,0.07017,-0.96403,-0.9951,1.50437,1.54265,0,-0.01035,0.8914,1.43857,1.38679
6117,1.41571,1.40536,1.43857,1.38679,1.19994,2005-03-09,1322465200,34.9145,51.17489,1.50351,1.47885,1.38554,-2.62637,-2.22413,-0.15763,-0.08377,0.0156,0.04003,-0.19988,3.61184,3.29153,4.92818,0.05432,0.06924,-0.92905,-0.97031,1.46504,1.54353,0,0.01071,0.88771,1.43786,1.39643
6118,1.41179,1.4225,1.43786,1.39643,1.21458,2005-03-10,777109200,38.38065,52.36738,1.48878,1.47452,1.38699,-1.92085,-1.82552,-0.22648,-0.13346,0.00215,0.02293,0.25851,3.52601,3.27305,4.90293,0.06081,0.06921,-0.9895,-0.97899,1.43958,1.5449,0,0.00214,0.97577,1.44964,1.42143
6119,1.43607,1.43821,1.44964,1.42143,1.22799,2005-03-11,632830800,41.55069,53.45281,1.47959,1.47173,1.389,-1.30137,-1.50955,-0.26622,-0.18897,-0.00538,0.00984,0.07586,3.38904,3.26066,4.88311,0.06168,0.06703,-0.96846,-0.99709,1.42586,1.54661,0,-0.00714,0.92407,1.45679,1.41143
6120,1.44714,1.44,1.45679,1.41143,1.22952,2005-03-14,605385200,41.92891,53.57836,1.47239,1.46928,1.391,-0.94071,-1.49256,-0.26498,-0.23467,-0.00912,0.0,-0.15741,3.36968,3.25082,4.86263,0.05596,0.06559,-0.91112,-0.97537,1.42079,1.54844,0,0.01143,0.88404,1.46929,1.4375
6121,1.45143,1.46286,1.46929,1.4375,1.24903,2005-03-15,508608800,46.81264,55.18637,1.47066,1.46879,1.39382,-0.22699,-1.0274,-0.23786,-0.25446,-0.01985,-0.00778,0.35955,3.24322,3.24797,4.84489,0.04556,0.0632,-0.7615,-0.92039,1.42754,1.5516,0,-0.00108,0.98798,1.51107,1.45643
6122,1.47179,1.47071,1.51107,1.45643,1.25574,2005-03-16,697813200,48.46625,55.73484,1.47067,1.46894,1.39683,0.14626,-0.87339,-0.21522,-0.24785,-0.03683,-0.01669,-0.01977,3.25748,3.24905,4.82574,0.03296,0.06204,-0.07348,-0.75701,1.44013,1.55443,0,0.02572,0.7758,1.53143,1.47571
6123,1.48321,1.50893,1.53143,1.47571,1.28837,2005-03-17,801920000,55.88588,58.32187,1.47762,1.47201,1.40123,0.89058,-0.11595,-0.20761,-0.22979,-0.05065,-0.02886,0.46159,3.22975,3.26351,4.81428,0.03493,0.05766,0.78759,0.0223,1.4572,1.55864,0,-0.01321,0.8754,1.55143,1.51786
6124,1.5475,1.53429,1.55143,1.51786,1.31002,2005-03-18,940150400,60.1191,59.94009,1.48793,1.4768,1.40645,1.39773,0.32454,-0.2039,-0.21457,-0.05605,-0.04181,-0.39351,3.15015,3.27609,4.80617,0.03557,0.05322,0.92155,0.78764,1.48581,1.56344,0,0.01464,0.86368,1.57036,1.53071
6125,1.54607,1.56071,1.57036,1.53071,1.33259,2005-03-21,541128000,64.10618,61.55976,1.50116,1.48326,1.4125,1.87546,0.80783,-0.19819,-0.20607,-0.05571,-0.05099,0.36923,3.06093,3.29146,4.79631,0.03964,0.05129,0.97761,0.9384,1.52158,1.56884,0,-0.03143,0.74878,1.57,1.52429
6126,1.56107,1.52964,1.57,1.52429,1.30606,2005-03-22,551415200,56.69933,58.65469,1.50634,1.48683,1.41709,1.07597,0.10783,-0.19251,-0.20072,-0.05795,-0.05536,-0.6876,3.11441,3.31096,4.77932,0.04486,0.05085,0.99063,0.99027,1.53631,1.57275,0,0.00357,0.96231,1.55,1.50071
6127,1.51607,1.51964,1.55,1.50071,1.29752,2005-03-23,609823200,54.44953,57.74114,1.50876,1.48935,1.42111,0.63724,-0.05971,-0.19184,-0.19619,-0.06799,-0.05856,0.07243,3.14191,3.33117,4.75707,0.04189,0.04924,0.90801,0.98669,1.53903,1.57604,0,-0.01464,0.86269,1.53571,1.51786
6128,1.5325,1.51786,1.53571,1.51786,1.29599,2005-03-24,352704800,54.02555,57.57487,1.51041,1.49154,1.42491,0.40943,-0.01843,-0.17595,-0.19047,-0.0796,-0.06453,-0.82017,3.01852,3.34573,4.73418,0.03627,0.04645,0.79031,0.93126,1.53866,1.57895,0,-0.00786,0.92095,1.53429,1.51679
6129,1.52679,1.51893,1.53429,1.51679,1.29691,2005-03-28,275410800,54.26342,57.65123,1.51196,1.49365,1.42859,0.26883,0.04817,-0.14688,-0.17916,-0.0853,-0.07307,-0.44914,2.89612,3.35551,4.71679,0.0291,0.04496,0.57075,0.8508,1.53666,1.58143,0,-0.02893,0.75921,1.52964,1.48214
6130,1.52,1.49107,1.52964,1.48214,1.27312,2005-03-29,461356000,47.1986,54.96791,1.50816,1.49345,1.43104,-0.4432,-0.5125,-0.12459,-0.16035,-0.09093,-0.08146,-0.60905,2.96542,3.35894,4.70001,0.02246,0.04513,-0.52372,0.53481,1.52337,1.58222,0,0.02607,0.77569,1.52857,1.49357
6131,1.5025,1.52857,1.52857,1.49357,1.30514,2005-03-30,394959600,55.80422,57.72664,1.51187,1.49615,1.43487,0.23253,0.30801,-0.10855,-0.13791,-0.10365,-0.08929,0.74486,2.86432,3.36167,4.68982,0.01671,0.0453,-0.86335,-0.42344,1.52186,1.58424,0,-0.02786,0.7655,1.51857,1.48536
6132,1.51607,1.48821,1.51857,1.48536,1.27068,2005-03-31,636134800,46.70196,54.01673,1.50757,1.49554,1.43696,-0.70568,-0.50539,-0.09243,-0.1176,-0.12769,-0.10036,-0.8389,2.93952,3.35681,4.67313,0.01481,0.04434,-0.95441,-0.97644,1.50687,1.58432,0,-0.04285,0.67789,1.50643,1.44893
6133,1.50321,1.46036,1.50643,1.44893,1.2469,2005-04-01,641284000,41.51069,51.63163,1.49899,1.49284,1.43788,-1.22451,-1.0084,-0.08497,-0.10192,-0.16242,-0.11934,-0.74522,3.05634,3.3444,4.65471,0.02103,0.04373,-0.82829,-0.9333,1.48814,1.58276,0,0.00357,0.96092,1.47536,1.43429
6134,1.46393,1.4675,1.47536,1.43429,1.253,2005-04-04,580014400,43.30587,52.19533,1.49326,1.49089,1.43904,-0.91846,-0.7439,-0.10428,-0.0946,-0.19294,-0.14613,0.08692,3.0258,3.33063,4.63848,0.02517,0.04214,-0.92565,-0.9296,1.47692,1.58354,0,0.02393,0.78678,1.50857,1.4675
6135,1.47214,1.49607,1.50857,1.4675,1.27739,2005-04-05,556239600,50.11332,54.40995,1.49377,1.49129,1.44128,-0.12941,-0.01806,-0.12864,-0.09993,-0.20238,-0.17347,0.58266,2.95364,3.31847,4.62525,0.02114,0.03813,-0.93381,-0.98949,1.48038,1.58525,0,-0.0025,0.97324,1.52893,1.50536
6136,1.51429,1.51179,1.52893,1.50536,1.29081,2005-04-06,414825600,53.52499,55.58916,1.49705,1.49286,1.44404,0.26915,0.39952,-0.12844,-0.11321,-0.18701,-0.19001,-0.10607,2.87458,3.31338,4.61592,0.01936,0.03509,-0.54381,-0.90203,1.487,1.58841,0,0.04392,0.67378,1.5625,1.50893
6137,1.51179,1.55571,1.5625,1.50893,1.32832,2005-04-07,506987600,61.66375,58.6982,1.50771,1.4977,1.44842,1.19173,1.39342,-0.1064,-0.12081,-0.16448,-0.18937,0.81986,2.83537,3.31594,4.61257,0.02296,0.03432,0.50181,-0.2972,1.50583,1.59339,0,0.00143,0.9849,1.5875,1.555
6138,1.56071,1.56214,1.5875,1.555,1.33381,2005-04-08,649950000,62.72558,59.13449,1.51761,1.50265,1.45288,1.24511,1.47711,-0.08831,-0.11444,-0.15242,-0.1763,0.044,2.77575,3.32015,4.61731,0.02739,0.03674,0.89038,0.64663,1.52475,1.59984,0,-0.07965,0.54294,1.58036,1.49679
6139,1.57679,1.49714,1.58036,1.49679,1.27831,2005-04-11,821662800,47.84179,53.21519,1.51389,1.50223,1.45462,-0.19815,0.05871,-0.09951,-0.10289,-0.15591,-0.16279,-0.95309,3.06953,3.31749,4.61435,0.02696,0.03562,0.90978,0.95341,1.52304,1.60273,0,0.00607,0.9375,1.5425,1.50036
6140,1.5175,1.52357,1.5425,1.50036,1.30087,2005-04-12,981061200,52.89195,55.11808,1.51565,1.50387,1.45732,0.32573,0.64861,-0.13841,-0.10341,-0.1707,-0.15864,0.14404,3.01376,3.32184,4.61455,0.02725,0.0355,0.70215,0.94451,1.52622,1.60682,0,-0.06822,0.57433,1.53536,1.4425
